theader_id,tdatetime,location_name,theader_type,Checks,item_price,kiosk_name,tdetail_id,item_qty,item_number,item_description,item_cat_name,item_sub_cat_name,item_split,item_split_percent,ttenders_id,ttenders_tid,ttenders_name
15672810,4/13/2026 12:15:15 PM,RTCC Food Court,1,0,0.89,RTCC Burger Crush MO,19232425,1,601334,Fries,Burger Crush,BC Combo Sides,False,0,15273672,15672810,Dining Dollars
15672810,4/13/2026 12:15:15 PM,RTCC Food Court,1,0,0.0000,RTCC Burger Crush MO,19232426,1,601335,Fountain Drink,Burger Crush,BC Combo Drink,False,0,15273672,15672810,Dining Dollars
15672810,4/13/2026 12:15:15 PM,RTCC Food Court,1,0,7.99,RTCC Burger Crush MO,19232427,1,BC006,Single Crush,Burger Crush,BC Burgers & Sandwiches,False,0,15273672,15672810,Dining Dollars
15672812,4/13/2026 12:15:19 PM,RTCC Food Court,1,1,12.99,RTCC Taco Taco MO,19232429,1,600662,Pollo Asado (Chicken) Burrito Meal Plan,Taco Taco,TT Meal Plan,False,0,15273674,15672812,Meal Exchange
15672814,4/13/2026 12:15:26 PM,RTCC Food Court,1,1,11.49,RTCC Food Court Reg 1,19232431,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273676,15672814,Credit Card
15672814,4/13/2026 12:15:26 PM,RTCC Food Court,1,0,3.49,RTCC Food Court Reg 1,19232432,1,PAN100010,Fountain Drink,Panda Express Register,PAN Drinks Reg,False,0,15273676,15672814,Credit Card
15672814,4/13/2026 12:15:26 PM,RTCC Food Court,1,0,11.49,RTCC Food Court Reg 1,19232433,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273676,15672814,Credit Card
15672814,4/13/2026 12:15:26 PM,RTCC Food Court,1,0,11.49,RTCC Food Court Reg 1,19232434,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273676,15672814,Credit Card
15672814,4/13/2026 12:15:26 PM,RTCC Food Court,1,0,11.49,RTCC Food Court Reg 1,19232435,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273676,15672814,Credit Card
15672814,4/13/2026 12:15:26 PM,RTCC Food Court,1,0,3.49,RTCC Food Court Reg 1,19232436,1,PAN100010,Fountain Drink,Panda Express Register,PAN Drinks Reg,False,0,15273676,15672814,Credit Card
15672814,4/13/2026 12:15:26 PM,RTCC Food Court,1,0,3.49,RTCC Food Court Reg 1,19232438,1,PAN100010,Fountain Drink,Panda Express Register,PAN Drinks Reg,False,0,15273676,15672814,Credit Card
15672814,4/13/2026 12:15:26 PM,RTCC Food Court,1,0,3.49,RTCC Food Court Reg 1,19232439,1,PAN100010,Fountain Drink,Panda Express Register,PAN Drinks Reg,False,0,15273676,15672814,Credit Card
15672814,4/13/2026 12:15:26 PM,RTCC Food Court,1,0,3.49,RTCC Food Court Reg 1,19232440,1,PAN100010,Fountain Drink,Panda Express Register,PAN Drinks Reg,False,0,15273676,15672814,Credit Card
15672819,4/13/2026 12:15:34 PM,RTCC Food Court,1,1,13.99,RTCC Chicken Tenders MO,19232443,1,601518,3 Pieces with Fries,RTCC Chicken Tenders,BC Tenders Meal Plan,False,0,15273680,15672819,Meal Exchange
15672824,4/13/2026 12:15:47 PM,RTCC Food Court,1,1,15.49,RTCC Bowls Express MO,19232449,1,601510,Teriyaki Salmon Bowl,RTCC Bowls Express,RTCC Bowls Express Meal Plan,False,0,15273685,15672824,Meal Exchange
15672833,4/13/2026 12:16:05 PM,RTCC Food Court,1,1,10.99,RTCC Food Court ELO Kiosk 5,19232458,1,600663,2 Pollo Asado Tacos Meal Plan (Chicken),Taco Taco Kiosk Reg,TT Meal Plan Student Kiosk,False,0,15273694,15672833,Meal Exchange
15672834,4/13/2026 12:16:07 PM,RTCC Food Court,1,1,15.49,RTCC Bowls Express MO,19232459,1,601510,Teriyaki Salmon Bowl,RTCC Bowls Express,RTCC Bowls Express Meal Plan,False,0,15273695,15672834,Meal Exchange
15672838,4/13/2026 12:16:14 PM,RTCC Food Court,1,1,15.49,RTCC Food Court ELO Kiosk 6,19232462,1,600653,Carne Asada (Steak) Bowl Meal Plan,Taco Taco Kiosk Reg,TT Meal Plan Student Kiosk,False,0,15273698,15672838,Meal Exchange
15672842,4/13/2026 12:16:23 PM,RTCC Food Court,1,1,11.49,RTCC Food Court Reg 1,19232467,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273702,15672842,Credit Card
15672852,4/13/2026 12:16:42 PM,RTCC Food Court,1,1,10.99,RTCC Food Court ELO Kiosk 4,19232480,1,601755,Two Slice Combo,Slice Shop,SLS Promo Special,False,0,15273712,15672852,Credit Card
15672853,4/13/2026 12:16:43 PM,RTCC Food Court,1,1,7.99,RTCC Food Court ELO Kiosk 8,19232481,1,BC006,Single Crush,Burger Crush,BC Burgers & Sandwiches,False,0,15273713,15672853,Credit Card
15672853,4/13/2026 12:16:43 PM,RTCC Food Court,1,0,7.99,RTCC Food Court ELO Kiosk 8,19232482,1,BC006,Single Crush,Burger Crush,BC Burgers & Sandwiches,False,0,15273713,15672853,Credit Card
15672853,4/13/2026 12:16:43 PM,RTCC Food Court,1,0,3.49,RTCC Food Court ELO Kiosk 8,19232483,1,600599,Fries,Burger Crush,BC Sides,False,0,15273713,15672853,Credit Card
15672854,4/13/2026 12:16:45 PM,RTCC Food Court,1,1,11.99,RTCC Taco Taco MO,19232484,1,600657,Carnitas (Pork) Bowl Meal Plan,Taco Taco,TT Meal Plan,False,0,15273714,15672854,Meal Exchange
15672856,4/13/2026 12:16:48 PM,RTCC Food Court,1,1,0.0000,RTCC Chicken Tenders MO,19232486,1,601502,Chicken Tenders,RTCC Chicken Tenders,BC Tenders,False,0,15273716,15672856,Dining Dollars
15672856,4/13/2026 12:16:48 PM,RTCC Food Court,1,0,11.99,RTCC Chicken Tenders MO,19232487,1,601431,3 Pieces with Fries,RTCC Chicken Tenders,BC Tenders Entrees,False,0,15273716,15672856,Dining Dollars
15672864,4/13/2026 12:17:00 PM,RTCC Food Court,1,1,0.0000,RTCC Burger Crush MO,19232499,1,BC017,Swipe Combo,Burger Crush,BC Meal Plan,False,0,15273724,15672864,Meal Exchange
15672864,4/13/2026 12:17:00 PM,RTCC Food Court,1,0,11.99,RTCC Burger Crush MO,19232500,1,BC019,Single Crush,Burger Crush,BC MP Entree,False,0,15273724,15672864,Meal Exchange
15672864,4/13/2026 12:17:00 PM,RTCC Food Court,1,0,0.0000,RTCC Burger Crush MO,19232501,1,600608,Fries,Burger Crush,BC MP Sides,False,0,15273724,15672864,Meal Exchange
15672864,4/13/2026 12:17:00 PM,RTCC Food Court,1,0,0.0000,RTCC Burger Crush MO,19232502,1,BC025,Fountain Drink,Burger Crush,BC MP Drinks,False,0,15273724,15672864,Meal Exchange
15672868,4/13/2026 12:17:06 PM,RTCC Food Court,1,1,10.99,RTCC Food Court ELO Kiosk 2,19232506,1,601755,Two Slice Combo,Slice Shop,SLS Promo Special,False,0,15273728,15672868,Credit Card
15672869,4/13/2026 12:17:12 PM,RTCC Food Court,1,1,15.49,RTCC Taco Taco MO,19232507,1,603280,Carne Asada (Steak) Burrito Meal Plan,Taco Taco,TT Meal Plan,False,0,15273729,15672869,Meal Exchange
15672874,4/13/2026 12:17:22 PM,RTCC Food Court,1,1,3.49,RTCC Food Court ELO Kiosk 5,19232515,1,600599,Fries,Burger Crush,BC Sides,False,0,15273734,15672874,Credit Card
15672876,4/13/2026 12:17:24 PM,RTCC Food Court,1,1,15.49,RTCC Taco Taco MO,19232516,1,603281,Ensalada Carne Asada (Steak) Meal Plan,Taco Taco,TT Meal Plan,False,0,15273735,15672876,Meal Exchange
15672877,4/13/2026 12:17:26 PM,RTCC Food Court,1,1,13.99,RTCC C and G MO,19232517,1,CG004,Trojan Acai Medium,C&G,C&G Meal Plan,False,0,15273736,15672877,Meal Exchange
15672881,4/13/2026 12:17:35 PM,RTCC Food Court,1,1,15.49,RTCC Bowls Express MO,19232521,1,601510,Teriyaki Salmon Bowl,RTCC Bowls Express,RTCC Bowls Express Meal Plan,False,0,15273740,15672881,Meal Exchange
15672888,4/13/2026 12:17:53 PM,RTCC Food Court,1,1,11.49,RTCC Food Court Reg 1,19232529,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273747,15672888,Credit Card
15672890,4/13/2026 12:17:57 PM,RTCC Food Court,1,1,18.96,RTCC Food Court ELO Kiosk 7,19232532,1,6788,Create Your Own,C&G,C&G Acai,False,0,15273749,15672890,Credit Card
15672891,4/13/2026 12:18:00 PM,RTCC Food Court,1,1,0.0000,RTCC Burger Crush MO,19232533,1,BC017,Swipe Combo,Burger Crush,BC Meal Plan,False,0,15273750,15672891,Meal Exchange
15672891,4/13/2026 12:18:00 PM,RTCC Food Court,1,0,11.99,RTCC Burger Crush MO,19232534,1,BC019,Single Crush,Burger Crush,BC MP Entree,False,0,15273750,15672891,Meal Exchange
15672891,4/13/2026 12:18:00 PM,RTCC Food Court,1,0,0.0000,RTCC Burger Crush MO,19232535,1,600608,Fries,Burger Crush,BC MP Sides,False,0,15273750,15672891,Meal Exchange
15672891,4/13/2026 12:18:00 PM,RTCC Food Court,1,0,0.0000,RTCC Burger Crush MO,19232537,1,BC025,Fountain Drink,Burger Crush,BC MP Drinks,False,0,15273750,15672891,Meal Exchange
15672893,4/13/2026 12:18:02 PM,RTCC Food Court,1,1,15.49,RTCC Bowls Express MO,19232539,1,601510,Teriyaki Salmon Bowl,RTCC Bowls Express,RTCC Bowls Express Meal Plan,False,0,15273752,15672893,Meal Exchange
15672896,4/13/2026 12:18:06 PM,RTCC Food Court,1,1,11.49,RTCC Food Court Reg 1,19232545,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273755,15672896,Discretionary
15672897,4/13/2026 12:18:13 PM,RTCC Food Court,1,1,13.99,RTCC Chicken Tenders MO,19232546,1,601518,3 Pieces with Fries,RTCC Chicken Tenders,BC Tenders Meal Plan,False,0,15273756,15672897,Meal Exchange
15672908,4/13/2026 12:18:40 PM,RTCC Food Court,1,1,13.99,RTCC Taco Taco MO,19232558,1,600656,2 Carne Asada Tacos Meal Plan (Steak),Taco Taco,TT Meal Plan,False,0,15273767,15672908,Meal Exchange
15672912,4/13/2026 12:18:51 PM,RTCC Food Court,1,1,9.99,RTCC Food Court Reg 1,19232563,1,PAN10000,1 Entree,Panda Express Register,PAN Food Reg,False,0,15273771,15672912,Credit Card
15672918,4/13/2026 12:19:06 PM,RTCC Food Court,1,1,14.99,RTCC Bowls MO,19232568,1,603240,Tonkatsu Curry Bowl,RTCC Bowls,RTCC Bowls,False,0,15273775,15672918,Dining Dollars
15672920,4/13/2026 12:19:10 PM,RTCC Food Court,1,1,11.49,RTCC Food Court Reg 1,19232570,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273777,15672920,Credit Card
15672921,4/13/2026 12:19:13 PM,RTCC Food Court,1,1,15.49,RTCC Bowls Express MO,19232571,1,601510,Teriyaki Salmon Bowl,RTCC Bowls Express,RTCC Bowls Express Meal Plan,False,0,15273778,15672921,Meal Exchange
15672926,4/13/2026 12:19:17 PM,RTCC Food Court,1,1,15.68,RTCC Food Court ELO Kiosk 5,19232578,1,600610,Burrito Carne Asada (Steak) ,Taco Taco Kiosk Reg,TT Entrees Kiosk,False,0,15273783,15672926,Credit Card
15672926,4/13/2026 12:19:17 PM,RTCC Food Court,1,0,6.99,RTCC Food Court ELO Kiosk 5,19232579,1,600625,Chips & Guacamole,Taco Taco Kiosk Reg,TT Sides Kiosk,False,0,15273783,15672926,Credit Card
15672930,4/13/2026 12:19:22 PM,RTCC Food Court,1,1,11.49,RTCC Panda MO,19232583,1,PAN10001,2 Entree,Panda Express,PAN Food,False,0,15273787,15672930,Credit Card
15672932,4/13/2026 12:19:24 PM,RTCC Food Court,1,1,4.99,RTCC Food Court ELO Kiosk 6,19232586,1,601008,Cheese Slice,Slice Shop,SLS Slice,False,0,15273789,15672932,Credit Card
15672932,4/13/2026 12:19:24 PM,RTCC Food Court,1,0,4.99,RTCC Food Court ELO Kiosk 6,19232587,1,601008,Cheese Slice,Slice Shop,SLS Slice,False,0,15273789,15672932,Credit Card
15672932,4/13/2026 12:19:24 PM,RTCC Food Court,1,0,4.99,RTCC Food Court ELO Kiosk 6,19232588,1,601008,Cheese Slice,Slice Shop,SLS Slice,False,0,15273789,15672932,Credit Card
15672933,4/13/2026 12:19:31 PM,RTCC Food Court,1,1,16.48,RTCC Panda MO,19232589,1,13002,3 Entree,Panda Express,PAN Food,False,0,15273790,15672933,Dining Dollars
15672937,4/13/2026 12:19:33 PM,RTCC Food Court,1,1,26.99,RTCC Food Court ELO Kiosk 4,19232594,1,602133,Supreme Pie,Slice Shop,SLS Whole Pie,False,0,15273794,15672937,Dining Dollars
15672937,4/13/2026 12:19:33 PM,RTCC Food Court,1,0,3.59,RTCC Food Court ELO Kiosk 4,19232595,1,76573,Sprite Slim Can 16oz,Slice Shop,SLS Drinks,False,0,15273794,15672937,Dining Dollars
15672937,4/13/2026 12:19:33 PM,RTCC Food Court,1,0,2.99,RTCC Food Court ELO Kiosk 4,19232596,1,601973,Red Bull Energy Drink 8.4oz,Slice Shop,SLS Drinks,False,0,15273794,15672937,Dining Dollars
15672940,4/13/2026 12:19:37 PM,RTCC Food Court,1,1,13.99,RTCC C and G MO,19232599,1,6786,PB Chocolate,C&G,C&G Acai,False,0,15273797,15672940,Credit Card
15672941,4/13/2026 12:19:39 PM,RTCC Food Court,1,1,11.99,RTCC C and G MO,19232600,1,6717,Protein Power,C&G,C&G Smoothies,False,0,15273798,15672941,Dining Dollars
15672943,4/13/2026 12:19:44 PM,RTCC Food Court,1,1,0.0000,RTCC Chicken Tenders MO,19232602,1,601502,Chicken Tenders,RTCC Chicken Tenders,BC Tenders,False,0,15273800,15672943,Credit Card
15672943,4/13/2026 12:19:44 PM,RTCC Food Court,1,0,15.99,RTCC Chicken Tenders MO,19232603,1,601432,5 Pieces with Fries,RTCC Chicken Tenders,BC Tenders Entrees,False,0,15273800,15672943,Credit Card
15672944,4/13/2026 12:19:45 PM,RTCC Food Court,1,1,11.99,RTCC Food Court ELO Kiosk 2,19232604,1,CG011,Protein Power Medium,C&G,C&G Meal Plan,False,0,15273801,15672944,Meal Exchange
15672946,4/13/2026 12:19:45 PM,RTCC Food Court,1,1,11.49,RTCC Food Court Reg 1,19232606,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273803,15672946,Credit Card
15672946,4/13/2026 12:19:45 PM,RTCC Food Court,1,0,3.49,RTCC Food Court Reg 1,19232607,1,76570,Coke MLB LA Dodgers 16oz,Panda Express Register,PAN Drinks Reg,False,0,15273803,15672946,Credit Card
15672945,4/13/2026 12:19:46 PM,RTCC Food Court,1,1,15.28,RTCC Taco Taco MO,19232605,1,600617,Bowl Pollo Asado (Chicken),Taco Taco,TT Entrees,False,0,15273802,15672945,Dining Dollars
15672949,4/13/2026 12:19:55 PM,RTCC Food Court,1,1,15.49,RTCC Bowls Express MO,19232610,1,601510,Teriyaki Salmon Bowl,RTCC Bowls Express,RTCC Bowls Express Meal Plan,False,0,15273806,15672949,Meal Exchange
15672956,4/13/2026 12:20:11 PM,RTCC Food Court,1,1,12.99,RTCC Taco Taco MO,19232619,1,600662,Pollo Asado (Chicken) Burrito Meal Plan,Taco Taco,TT Meal Plan,False,0,15273813,15672956,Meal Exchange
15672961,4/13/2026 12:20:16 PM,RTCC Food Court,1,1,11.49,RTCC Food Court Reg 1,19232625,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273818,15672961,Credit Card
15672960,4/13/2026 12:20:18 PM,RTCC Food Court,1,1,15.49,RTCC Bowls Express MO,19232624,1,601510,Teriyaki Salmon Bowl,RTCC Bowls Express,RTCC Bowls Express Meal Plan,False,0,15273817,15672960,Meal Exchange
15672962,4/13/2026 12:20:19 PM,RTCC Food Court,1,1,15.49,RTCC Bowls Express MO,19232626,1,601510,Teriyaki Salmon Bowl,RTCC Bowls Express,RTCC Bowls Express Meal Plan,False,0,15273819,15672962,Meal Exchange
15672966,4/13/2026 12:20:28 PM,RTCC Food Court,1,0,17.99,RTCC Chicken Tenders MO,19232634,1,602030,5 Piece Chicken Tender Combo,RTCC Chicken Tenders,BC Tenders Entrees,False,0,15273823,15672966,Credit Card
15672966,4/13/2026 12:20:28 PM,RTCC Food Court,1,1,0.0000,RTCC Chicken Tenders MO,19232633,1,602028,Chicken Tenders Combo,RTCC Chicken Tenders,BC Tenders,False,0,15273823,15672966,Credit Card
15672968,4/13/2026 12:20:29 PM,RTCC Food Court,1,1,10.99,RTCC Food Court ELO Kiosk 3,19232637,1,602208,Two Slice Combo,Slice Shop,SLS Meal Plans,False,0,15273825,15672968,Meal Exchange
15672970,4/13/2026 12:20:34 PM,RTCC Food Court,1,1,15.49,RTCC Bowls Express MO,19232639,1,601510,Teriyaki Salmon Bowl,RTCC Bowls Express,RTCC Bowls Express Meal Plan,False,0,15273827,15672970,Meal Exchange
15672971,4/13/2026 12:20:35 PM,RTCC Food Court,1,1,11.49,RTCC Food Court Reg 1,19232640,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273828,15672971,Credit Card
15672974,4/13/2026 12:20:38 PM,RTCC Food Court,1,1,15.99,RTCC Bowls MO,19232644,1,603262,Bibimbap Beef Bowl,RTCC Bowls,RTCC Bowls MP,False,0,15273831,15672974,Meal Exchange
15672982,4/13/2026 12:20:50 PM,RTCC Food Court,1,1,11.49,RTCC Food Court Reg 1,19232653,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273839,15672982,Credit Card
15672985,4/13/2026 12:20:53 PM,RTCC Food Court,1,1,0.0000,RTCC Burger Crush MO,19232656,1,BC017,Swipe Combo,Burger Crush,BC Meal Plan,False,0,15273842,15672985,Meal Exchange
15672985,4/13/2026 12:20:53 PM,RTCC Food Court,1,0,11.99,RTCC Burger Crush MO,19232657,1,BC019,Single Crush,Burger Crush,BC MP Entree,False,0,15273842,15672985,Meal Exchange
15672985,4/13/2026 12:20:53 PM,RTCC Food Court,1,0,0.0000,RTCC Burger Crush MO,19232658,1,600608,Fries,Burger Crush,BC MP Sides,False,0,15273842,15672985,Meal Exchange
15672985,4/13/2026 12:20:53 PM,RTCC Food Court,1,0,0.0000,RTCC Burger Crush MO,19232659,1,603122,No Fountain Drink,Burger Crush,BC MP Drinks,False,0,15273842,15672985,Meal Exchange
15672988,4/13/2026 12:20:57 PM,RTCC Food Court,1,1,15.28,RTCC Food Court ELO Kiosk 5,19232663,1,600620,Ensalada Pollo Asado (Chicken Salad),Taco Taco Kiosk Reg,TT Entrees Kiosk,False,0,15273845,15672988,Credit Card
15672995,4/13/2026 12:21:05 PM,RTCC Food Court,1,1,11.49,RTCC Food Court Reg 1,19232673,1,600598,2 Entree Combo Meal Plan,Panda Express Register,PAN Meal Plan Reg,False,0,15273852,15672995,Employee Meal Plan
15672996,4/13/2026 12:21:07 PM,RTCC Food Court,1,1,13.99,RTCC Taco Taco MO,19232674,1,600656,2 Carne Asada Tacos Meal Plan (Steak),Taco Taco,TT Meal Plan,False,0,15273853,15672996,Meal Exchange
15672998,4/13/2026 12:21:18 PM,RTCC Food Court,1,1,0.0000,RTCC Burger Crush MO,19232676,1,BC017,Swipe Combo,Burger Crush,BC Meal Plan,False,0,15273855,15672998,Meal Exchange
15672998,4/13/2026 12:21:18 PM,RTCC Food Court,1,0,11.99,RTCC Burger Crush MO,19232677,1,BC019,Single Crush,Burger Crush,BC MP Entree,False,0,15273855,15672998,Meal Exchange
15672998,4/13/2026 12:21:18 PM,RTCC Food Court,1,0,0.0000,RTCC Burger Crush MO,19232678,1,600608,Fries,Burger Crush,BC MP Sides,False,0,15273855,15672998,Meal Exchange
15672998,4/13/2026 12:21:18 PM,RTCC Food Court,1,0,0.0000,RTCC Burger Crush MO,19232679,1,BC025,Fountain Drink,Burger Crush,BC MP Drinks,False,0,15273855,15672998,Meal Exchange
15673003,4/13/2026 12:21:30 PM,RTCC Food Court,1,1,15.99,RTCC Bowls MO,19232686,1,603239,Bibimbap Beef Bowl,RTCC Bowls,RTCC Bowls,False,0,15273860,15673003,Dining Dollars
15673004,4/13/2026 12:21:30 PM,RTCC Food Court,1,1,11.49,RTCC Food Court Reg 1,19232687,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273861,15673004,Credit Card
15673007,4/13/2026 12:21:38 PM,RTCC Food Court,1,1,13.99,RTCC C and G MO,19232690,1,CG004,Trojan Acai Medium,C&G,C&G Meal Plan,False,0,15273864,15673007,Meal Exchange
15673016,4/13/2026 12:21:53 PM,RTCC Food Court,1,1,11.49,RTCC Food Court Reg 1,19232701,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273873,15673016,Credit Card
15673025,4/13/2026 12:22:10 PM,RTCC Food Court,1,1,13.99,RTCC Chicken Tenders MO,19232711,1,601518,3 Pieces with Fries,RTCC Chicken Tenders,BC Tenders Meal Plan,False,0,15273881,15673025,Meal Exchange
15673036,4/13/2026 12:22:24 PM,RTCC Food Court,1,1,15.49,RTCC Taco Taco MO,19232724,1,603280,Carne Asada (Steak) Burrito Meal Plan,Taco Taco,TT Meal Plan,False,0,15273892,15673036,Meal Exchange
15673045,4/13/2026 12:22:41 PM,RTCC Food Court,1,1,0.0000,RTCC Chicken Tenders MO,19232733,1,601502,Chicken Tenders,RTCC Chicken Tenders,BC Tenders,False,0,15273901,15673045,Credit Card
15673045,4/13/2026 12:22:41 PM,RTCC Food Court,1,0,11.99,RTCC Chicken Tenders MO,19232734,1,601431,3 Pieces with Fries,RTCC Chicken Tenders,BC Tenders Entrees,False,0,15273901,15673045,Credit Card
15673048,4/13/2026 12:22:46 PM,RTCC Food Court,1,1,10.99,RTCC Food Court ELO Kiosk 5,19232737,1,602208,Two Slice Combo,Slice Shop,SLS Meal Plans,False,0,15273904,15673048,Meal Exchange
15673052,4/13/2026 12:23:02 PM,RTCC Food Court,1,1,0.0000,RTCC Food Court ELO Kiosk 7,19232741,1,601502,Chicken Tenders,RTCC Chicken Tenders,BC Tenders,False,0,15273908,15673052,Credit Card
15673052,4/13/2026 12:23:02 PM,RTCC Food Court,1,0,11.99,RTCC Food Court ELO Kiosk 7,19232742,1,601431,3 Pieces with Fries,RTCC Chicken Tenders,BC Tenders Entrees,False,0,15273908,15673052,Credit Card
15673056,4/13/2026 12:23:05 PM,RTCC Food Court,1,1,15.49,RTCC Bowls Express MO,19232747,1,600937,Teriyaki Salmon Bowl,RTCC Bowls Express,RTCC Bowls Express,False,0,15273912,15673056,Dining Dollars
15673058,4/13/2026 12:23:11 PM,RTCC Food Court,1,1,15.49,RTCC Bowls Express MO,19232749,1,601510,Teriyaki Salmon Bowl,RTCC Bowls Express,RTCC Bowls Express Meal Plan,False,0,15273914,15673058,Meal Exchange
15673060,4/13/2026 12:23:16 PM,RTCC Food Court,1,1,0.0000,RTCC Chicken Tenders MO,19232751,1,601502,Chicken Tenders,RTCC Chicken Tenders,BC Tenders,False,0,15273916,15673060,Credit Card
15673060,4/13/2026 12:23:16 PM,RTCC Food Court,1,0,15.99,RTCC Chicken Tenders MO,19232752,1,601432,5 Pieces with Fries,RTCC Chicken Tenders,BC Tenders Entrees,False,0,15273916,15673060,Credit Card
15673063,4/13/2026 12:23:19 PM,RTCC Food Court,1,1,11.49,RTCC Food Court Reg 1,19232757,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273919,15673063,Credit Card
15673063,4/13/2026 12:23:19 PM,RTCC Food Court,1,0,4.29,RTCC Food Court Reg 1,19232758,1,7615,Aluminum Smart Water 18oz,Panda Express Register,PAN Drinks Reg,False,0,15273919,15673063,Credit Card
15673066,4/13/2026 12:23:23 PM,RTCC Food Court,1,1,13.99,RTCC Food Court ELO Kiosk 5,19232761,1,601518,3 Pieces with Fries,RTCC Chicken Tenders,BC Tenders Meal Plan,False,0,15273922,15673066,Meal Exchange
15673073,4/13/2026 12:23:34 PM,RTCC Food Court,1,1,32.46,RTCC Bowls MO,19232769,1,603239,Bibimbap Beef Bowl,RTCC Bowls,RTCC Bowls,False,0,15273929,15673073,Dining Dollars
15673076,4/13/2026 12:23:41 PM,RTCC Food Court,1,1,10.99,RTCC Food Court ELO Kiosk 2,19232772,1,602208,Two Slice Combo,Slice Shop,SLS Meal Plans,False,0,15273932,15673076,Meal Exchange
15673077,4/13/2026 12:23:42 PM,RTCC Food Court,1,1,15.49,RTCC Bowls Express MO,19232773,1,601510,Teriyaki Salmon Bowl,RTCC Bowls Express,RTCC Bowls Express Meal Plan,False,0,15273933,15673077,Meal Exchange
15673090,4/13/2026 12:24:02 PM,RTCC Food Court,1,1,12.99,RTCC Food Court ELO Kiosk 4,19232790,1,603398,Pollo Asado (Chicken) Burrito Meal Plan,Taco Taco Kiosk Reg,TT Meal Plan Employee Kiosk,False,0,15273946,15673090,Employee Meal Plan
15673092,4/13/2026 12:24:05 PM,RTCC Food Court,1,1,14.48,RTCC Panda MO,19232793,1,PAN10001,2 Entree,Panda Express,PAN Food,False,0,15273948,15673092,Credit Card
15673094,4/13/2026 12:24:10 PM,RTCC Food Court,1,1,0.0000,RTCC Chicken Tenders MO,19232795,1,601502,Chicken Tenders,RTCC Chicken Tenders,BC Tenders,False,0,15273950,15673094,Credit Card
15673094,4/13/2026 12:24:10 PM,RTCC Food Court,1,0,15.99,RTCC Chicken Tenders MO,19232796,1,601432,5 Pieces with Fries,RTCC Chicken Tenders,BC Tenders Entrees,False,0,15273950,15673094,Credit Card
15673099,4/13/2026 12:24:19 PM,RTCC Food Court,1,1,9.99,RTCC Panda MO,19232801,1,PAN10000,1 Entree,Panda Express,PAN Food,False,0,15273955,15673099,Credit Card
15673107,4/13/2026 12:24:30 PM,RTCC Food Court,1,1,11.49,RTCC Food Court Reg 1,19232812,1,PAN10001,2 Entree,Panda Express Register,PAN Food Reg,False,0,15273963,15673107,Credit Card
15673108,4/13/2026 12:24:32 PM,RTCC Food Court,1,1,12.99,RTCC Taco Taco MO,19232813,1,600661,Pollo Asado (Chicken) Bowl Meal Plan,Taco Taco,TT Meal Plan,False,0,15273964,15673108,Meal Exchange
15673113,4/13/2026 12:24:40 PM,RTCC Food Court,1,1,16.97,RTCC Food Court ELO Kiosk 6,19232819,1,6784,Trojan,C&G,C&G Acai,False,0,15273969,15673113,Credit Card
15673114,4/13/2026 12:24:43 PM,RTCC Food Court,1,1,13.99,RTCC Chicken Tenders MO,19232820,1,601518,3 Pieces with Fries,RTCC Chicken Tenders,BC Tenders Meal Plan,False,0,15273970,15673114,Meal Exchange
15673118,4/13/2026 12:24:55 PM,RTCC Food Court,1,1,9.99,RTCC Food Court Reg 1,19232824,1,PAN10000,1 Entree,Panda Express Register,PAN Food Reg,False,0,15273974,15673118,Credit Card
15673118,4/13/2026 12:24:55 PM,RTCC Food Court,1,0,3.49,RTCC Food Court Reg 1,19232825,1,76570,Coke MLB LA Dodgers 16oz,Panda Express Register,PAN Drinks Reg,False,0,15273974,15673118,Credit Card
15673121,4/13/2026 12:24:58 PM,RTCC Food Court,1,1,0.0000,RTCC Food Court ELO Kiosk 5,19232829,1,602028,Chicken Tenders Combo,RTCC Chicken Tenders,BC Tenders,False,0,15273977,15673121,Credit Card
15673121,4/13/2026 12:24:58 PM,RTCC Food Court,1,0,13.99,RTCC Food Court ELO Kiosk 5,19232830,1,602029,3 Piece Chicken Tender Combo,RTCC Chicken Tenders,BC Tenders Entrees,False,0,15273977,15673121,Credit Card
